bx,by,rx,ry,T
12,7,15,10,10.782967378316492
12,7,15,14,9.482935390337818
12,7,15,16,19.145293557368362
12,7,15,18,21.12831484478896
12,7,15,20,18.907175539680537
12,7,15,22,27.404427388991532
12,7,15,26,26.63562207113781
12,7,15,28,28.30341891790244
12,7,16,1,11.021703237048783
12,7,16,5,6.231090905231786
12,7,16,9,12.384031911077843
12,7,16,13,10.758464568695853
12,7,16,15,18.561244397643335
12,7,16,19,20.607747457077068
12,7,16,21,20.237692325614056
12,7,16,23,27.993837783020762
12,7,16,25,26.85658879129402
12,7,17,2,11.223852188097101
12,7,17,10,13.222050727843287
12,7,17,12,13.429555299238777
12,7,17,14,17.58873754011207
12,7,17,16,18.80082665442077
12,7,17,18,21.063343897779617
12,7,17,20,20.46022137031956
12,7,17,28,30.02378357043344
12,7,18,3,11.359340206379558
12,7,18,5,9.79040348038891
12,7,18,7,11.272495660721356
12,7,18,11,14.237090879512364
12,7,18,13,15.771726306173388
12,7,18,17,20.139182059372956
12,7,18,19,20.95182620525042
12,7,18,23,29.960554478483115
12,7,18,25,33.12189030581351
12,7,19,4,11.675485601460124
12,7,19,6,11.559116457756158
12,7,19,8,13.453561153941168
12,7,19,10,15.648830265809734
12,7,19,12,15.327518966964911
12,7,19,14,17.5613610018562
12,7,19,16,18.672111858385975
12,7,19,26,32.90361540774718
12,7,19,28,31.639949292941917
12,7,20,3,12.697412069883466
12,7,20,7,13.048967594996958
12,7,20,13,16.865717889177667
12,7,20,17,25.125153044375175
12,7,20,19,26.62136593390566
12,7,20,21,28.25394119805056
12,7,20,23,30.376688479186786
12,7,21,2,13.460431499351706
12,7,21,4,12.964952384679862
12,7,21,6,13.188293088188345
12,7,21,8,14.59670249531266
12,7,21,10,16.21902681907588
12,7,21,14,19.070778988933732
12,7,21,22,28.164184268936253
12,7,21,24,32.45254195263058
12,7,21,26,33.23390446056996
12,7,22,1,13.952110530443084
12,7,22,3,14.825240497045899
12,7,22,7,15.016545464066589
12,7,22,15,21.973174144126933
12,7,22,17,23.90009175905225
12,7,22,19,24.893018150903433
12,7,22,21,26.35300056995867
12,7,23,2,16.406749881262343
12,7,23,4,16.689032186291804
12,7,23,10,18.360508875610076
12,7,23,12,19.429511954660473
12,7,23,18,24.62682901732163
12,7,23,20,25.13212536187073
12,7,23,24,32.74457576640866
12,7,23,26,42.044221175711385
12,7,23,28,42.26419483108761
12,7,24,1,16.784462291789517
12,7,24,3,16.67296670663176
12,7,24,7,17.48309932832938
12,7,24,11,20.552393580705647
12,7,24,15,23.49289658007862
12,7,24,17,26.04499421977128
12,7,25,4,18.170254551228467
12,7,25,6,18.584552944342015
12,7,25,8,19.03625061264393
12,7,25,12,22.704394725401393
12,7,25,16,25.217803396630135
12,7,25,18,26.04499421977128
12,7,25,20,31.881409636532414
12,7,25,22,32.944334953204596
12,7,25,26,41.56037424924707
12,7,25,28,42.05578567762301
12,7,26,1,16.91816604331658
12,7,26,3,22.231195565436508
12,7,26,5,20.46869072204462
12,7,26,9,20.806105068510533
12,7,26,13,24.373382971698835
12,7,26,15,24.490760014837914
12,7,26,17,27.101230490873743
12,7,26,19,30.767448697013187
12,7,26,25,41.408522564924
12,7,26,27,41.57917859409869
12,7,27,2,22.231195565436508
12,7,27,4,22.056680072240884
12,7,27,6,22.3795087610715
12,7,27,8,23.07088304819701
12,7,27,10,22.633964923005692
12,7,27,12,23.658485604790602
12,7,27,14,24.590907456186837
12,7,27,16,28.071014615409624
12,7,27,18,29.432413397863126
12,7,27,22,33.780428455511064
12,7,27,26,40.35120480689345
12,7,28,3,22.18388375885987
12,7,28,5,21.969422325643066
12,7,28,7,23.07088304819701
12,7,28,9,23.060238977058884
12,7,28,13,24.124410383271748
12,7,28,15,27.984562468843045
12,7,28,19,30.480719609599163
12,7,28,21,32.138011044516034
12,7,28,23,36.11966536117037
12,7,28,25,38.343491728203134
12,7,28,27,39.4770432470931
12,7,29,28,39.529246782207615
12,8,1,1,15.147065794088162
12,8,1,7,19.738635341032047
12,8,1,9,18.92385136156062
12,8,1,11,17.626554722306587
12,8,1,13,16.85973407023205
12,8,1,15,20.12155886726014
12,8,1,17,20.121644392157773
12,8,1,19,21.020934504999225
12,8,1,21,21.453945910529722
12,8,1,25,26.629665903843108
12,8,1,27,29.935522382484564
12,8,2,2,14.644079128041557
12,8,2,4,13.55416362017329
12,8,2,10,18.393375374381126
12,8,2,12,16.0203114606583
12,8,2,14,14.325851084149397
12,8,2,20,21.698217211698847
12,8,2,22,23.35193680288138
12,8,2,24,25.633548556304923
12,8,2,26,27.32711232878453
12,8,2,28,29.551495612719403
12,8,3,1,13.271720827319658
12,8,3,3,13.54057707702804
12,8,3,5,11.702674954136763
12,8,3,9,8.688083242268775
12,8,3,11,15.180888851084546
12,8,3,13,14.447253945543688
12,8,3,17,19.252750754800278
12,8,3,19,21.04516308827308
12,8,3,21,22.647212657874675
12,8,3,23,23.99468400582406
12,8,3,27,28.429069936648943
12,8,4,6,10.723008240851522
12,8,4,20,21.897682622742455
12,8,4,22,22.975664871037893
12,8,4,24,24.12885892263297
12,8,5,1,13.010511732704083
12,8,5,3,12.03973239682918
12,8,5,9,8.555507548761813
12,8,5,11,10.735740421810883
12,8,5,13,13.418639511532838
12,8,5,17,16.97598474762762
12,8,5,21,21.53549477296796
12,8,5,23,23.11010718866664
12,8,5,27,27.471998981846095
12,8,6,4,10.758277793031064
12,8,6,6,8.715615022533257
12,8,6,8,6.968485605589258
12,8,6,10,9.452046276695977
12,8,6,14,13.326060248034729
12,8,6,16,15.423711136254155
12,8,6,28,26.724200290963893
12,8,7,3,10.421262965036513
12,8,7,5,8.981304950244025
12,8,7,9,5.332696341959698
12,8,7,11,9.563958987076946
12,8,7,13,10.83272860844793
12,8,7,17,16.469894966108036
12,8,7,19,17.02478703026673
12,8,7,21,18.663501832724382
12,8,7,23,18.224478565283977
12,8,7,25,23.502110976352718
12,8,7,27,25.70520360669481
12,8,8,4,8.572688839188306
12,8,8,6,7.109428166198348
12,8,8,8,4.179543626480299
12,8,8,10,8.913356391182486
12,8,8,20,17.081798328550885
12,8,8,22,17.766135146716337
12,8,8,24,23.535076051939715
12,8,8,26,24.11064148718272
12,8,9,1,10.77841569968305
12,8,9,5,6.421022540954726
12,8,9,9,3.0263909110009015
12,8,9,11,8.104320150720318
12,8,9,13,8.983565260075167
12,8,9,15,9.270650898346755
12,8,9,19,15.582135368378642
12,8,9,21,17.02144074127546
12,8,9,25,23.10606292094876
12,8,9,27,24.190540509566272
12,8,10,2,10.410958562363474
12,8,10,6,5.057547993668096
12,8,10,8,2.465306410574814
12,8,10,10,7.295283910258148
12,8,10,12,6.907774935375733
12,8,10,18,13.433625004269057
12,8,10,20,15.673788059927185
12,8,10,22,17.27927045980206
12,8,10,24,21.824487893776016
12,8,10,26,23.247352478996405
12,8,10,28,23.94270730313655
12,8,11,1,10.711346019298334
12,8,11,3,9.323939099012183
12,8,11,5,6.8626276737611915
12,8,11,15,8.972095984304264
12,8,11,17,11.454997900290747
12,8,11,19,14.233838353993596
12,8,11,21,17.289590474445447
12,8,11,23,19.383427947224746
12,8,11,27,23.92918179098836
12,8,12,2,10.279528997314902
12,8,12,8,0.0
12,8,12,10,2.151326675110497
12,8,12,12,4.97596490267151
12,8,12,14,6.369166710837189
12,8,12,18,12.935293577926256
12,8,12,22,17.56684083446706
12,8,12,24,21.956809336161307
12,8,13,3,9.426949292407393
12,8,13,5,6.8936405618666585
12,8,13,7,2.3638112411775567
12,8,13,19,14.757087831438657
12,8,13,23,25.81491156637514
12,8,13,25,24.069840225746535
12,8,13,27,24.188215858658307
12,8,14,6,5.02723511414931
12,8,14,10,8.499793499101596
12,8,14,12,6.837449323017691
12,8,14,16,18.450638270113078
12,8,14,20,16.727171009995864
12,8,14,24,25.360734740514605
12,8,14,26,24.954407794916232
12,8,15,3,10.54060259235623
12,8,15,5,6.195057921774867
12,8,15,7,4.604021495928681
12,8,15,13,8.482935390337818
12,8,15,23,26.404427388793355
12,8,15,25,25.439612025818487
12,8,15,27,26.442329382317492
12,8,16,2,11.828722504480226
12,8,16,4,7.231090905231786
12,8,16,6,6.355755707367018
12,8,16,8,11.3266479776118
12,8,16,10,11.06614125753139
12,8,16,12,11.033993747053888
12,8,16,16,17.839948844623624
12,8,16,18,20.128314844788584
12,8,16,20,19.087180069364976
12,8,16,24,26.42401526635777
12,8,16,26,25.706139081400693
12,8,16,28,28.164508453463355
12,8,17,3,12.29159619723833
12,8,17,5,9.01074719281035
12,8,17,7,12.272495660721356
12,8,17,9,11.75930649809034
12,8,17,11,12.606154667876766
12,8,17,15,17.28253995066301
12,8,17,21,19.388204581862738
12,8,17,23,28.15307069276882
12,8,17,27,29.039753524529186
12,8,18,4,11.941743096076197
12,8,18,6,11.874005199622141
12,8,18,8,13.363028407331262
12,8,18,10,13.45660048787465
12,8,18,12,13.648517482785671
12,8,18,14,15.894935129561098
12,8,18,16,18.279991167975513
12,8,18,18,19.9983729507699
12,8,18,20,19.90527945973023
12,8,18,22,29.274993633386035
12,8,18,28,29.86708873325402
12,8,19,3,12.91074595924105
12,8,19,9,15.551195709875454
12,8,19,15,17.064232548796266
12,8,19,21,27.284618150529052
12,8,19,23,29.453599106713284
12,8,19,25,32.12189030574033
12,8,19,27,31.358335203473757
12,8,20,2,14.078921784617586
12,8,20,4,13.445950018674486
12,8,20,6,13.598792380313819
12,8,20,8,14.699743748083597
12,8,20,10,15.718847388654432
12,8,20,12,15.006520451144144
12,8,20,14,16.72491532721115
12,8,20,18,24.813290240323653
12,8,20,20,26.429441627400223
12,8,20,22,28.04776381573362
12,8,20,24,30.628702513606108
12,8,20,26,32.2306207137762
12,8,20,28,30.69442394197885
12,8,21,1,14.706271014897396
12,8,21,3,14.487009112740234
12,8,21,5,14.076622736434103
12,8,21,9,16.40786465719428
12,8,21,11,16.479010358715005
12,8,21,17,23.43701584841053
12,8,21,25,32.03209770487771
12,8,21,27,32.438994962583735
12,8,22,0,14.952110530443084
12,8,22,6,15.10241927612747
12,8,22,8,15.806623979689629
12,8,22,10,17.10278664568135
12,8,22,12,18.489663208467842
12,8,22,14,19.416642650656108
12,8,22,16,21.848455699773947
12,8,22,18,23.414803728967147
12,8,22,20,24.425396418056234
12,8,22,22,26.280604721755765
12,8,22,24,31.696825638655373
12,8,22,28,41.33743569069158
12,8,23,3,17.14849731780796
12,8,23,5,17.68903218629181
12,8,23,7,17.249822396198006
12,8,23,9,17.726562932647695
12,8,23,11,18.64599486514633
12,8,23,13,18.489663208467842
12,8,23,15,21.654424081949557
12,8,23,19,23.838854305671735
12,8,23,23,31.768450830139063
12,8,23,27,41.224364733350576
12,8,24,2,17.621392959894546
12,8,24,4,18.177417814717362
12,8,24,6,19.03382613633574
12,8,24,8,19.259674970486735
12,8,24,14,22.433653084796376
12,8,24,22,31.97563727577667
12,8,24,24,31.768450830139063
12,8,24,26,40.86407761773091
12,8,24,28,41.23078406867712
12,8,25,1,17.85131416755305
12,8,25,5,20.074499405871755
12,8,25,9,20.92117784057742
12,8,25,11,20.881230467149567
12,8,25,15,23.390612573488266
12,8,25,17,25.04499421977082
12,8,25,21,31.435603564476878
12,8,25,23,31.97563727577667
12,8,25,25,40.53947522789153
12,8,26,10,22.720034995758486
12,8,26,12,23.155858487209596
12,8,26,14,23.59090745618558
12,8,26,20,30.327215708581356
12,8,26,22,32.39046169676245
12,8,26,26,40.27756990166779
12,8,26,28,40.88078728622472
12,8,27,3,23.175738740493507
12,8,27,5,22.718575470250133
12,8,27,7,23.8404249524888
12,8,27,11,24.146225263898828
12,8,27,17,27.157466761975517
12,8,27,19,29.207681685441
12,8,27,21,31.973636691837296
12,8,27,23,33.97718697788771
12,8,28,4,23.069995385581354
12,8,28,8,24.067335024484652
12,8,28,10,23.847101950032727
12,8,28,12,23.958993628856852
12,8,28,16,26.984562468842707
12,8,28,18,28.932091746168684
12,8,28,20,30.302385397179783
12,8,28,24,36.262143744376274
12,8,28,26,38.42483971189352
12,8,28,28,38.52924678213373
12,8,29,13,23.968651105299806
12,9,1,2,15.895572461064859
12,9,1,4,14.55416362017329
12,9,1,6,18.880789337178015
12,9,1,8,18.45432734874011
12,9,1,10,17.393375374381126
12,9,1,12,15.85973407023205
12,9,1,16,19.12155886726014
12,9,1,18,19.587923099468732
12,9,1,20,20.453945910529708
12,9,1,28,28.935522382477053
12,9,2,3,14.912939941747629
12,9,2,5,13.628419287155026
12,9,2,7,18.880789337178015
12,9,2,17,18.65545120974445
12,9,2,25,25.629665903839236
12,9,3,6,12.212841597494142
12,9,3,8,9.688083242268775
12,9,3,12,14.180888851084546
12,9,3,14,13.325851084149397
12,9,3,16,18.192304531855722
12,9,3,18,19.147837663678168
12,9,3,20,20.942488512867897
12,9,3,22,22.351936802881003
12,9,3,24,23.63743120876532
12,9,3,26,27.0245587537201
12,9,3,28,28.1674688429472
12,9,4,1,14.141116280011872
12,9,4,3,13.79015473692861
12,9,4,5,12.212841597494142
12,9,4,7,11.723008240851522
12,9,4,9,9.621795395515294
12,9,4,13,12.83502190139712
12,9,4,17,17.015409613922742
12,9,4,25,23.1283241209925
12,9,4,27,27.09518221326053
12,9,5,2,13.52512206476663
12,9,5,4,12.399005094930121
12,9,5,6,10.719311631692388
12,9,5,8,8.761996577175536
12,9,5,10,10.58109808242289
12,9,5,12,13.008453802850333
12,9,5,16,15.07402993297034
12,9,5,18,15.838514695989765
12,9,5,20,20.852876732616885
12,9,5,22,21.59939293919422
12,9,5,24,22.620821438138336
12,9,5,26,26.59661444130216
12,9,6,1,14.010511732704083
12,9,6,3,12.073091051632252
12,9,6,7,8.842050314061257
12,9,6,13,11.412442830351056
12,9,6,15,13.239677665718403
12,9,6,19,16.088598825911248
12,9,6,21,19.154214647092495
12,9,6,25,22.469145900765437
12,9,6,27,25.72420029095957
12,9,7,2,11.421262965036513
12,9,7,4,10.683383636874977
12,9,7,6,9.268782712991877
12,9,7,8,6.493575191343086
12,9,7,12,9.214561582971406
12,9,7,16,14.957425810073717
12,9,7,18,15.846952638053883
12,9,7,20,16.61181228579663
12,9,7,22,17.22447856528397
12,9,8,1,11.77841569968305
12,9,8,11,7.913356391182486
12,9,8,13,8.871181412021329
12,9,8,17,15.605306450196517
12,9,8,19,15.55178437130513
12,9,8,25,22.535076051939257
12,9,8,27,23.68620692242418
12,9,9,2,11.594687131023262
12,9,9,4,8.496855690071516
12,9,9,6,7.19599956694039
12,9,9,8,4.223746982685338
12,9,9,14,8.275566506103129
12,9,9,22,16.3077917281487
12,9,9,28,23.067759438237523
12,9,10,1,11.633573427114953
12,9,10,3,10.867448830687827
12,9,10,5,7.1137327361280045
12,9,10,7,4.761427202121455
12,9,10,11,6.295283910258148
12,9,10,13,6.803947862101039
12,9,10,15,8.265735290590381
12,9,10,17,11.25476364308596
12,9,10,19,13.612486365452153
12,9,10,21,15.735089754402217
12,9,10,25,21.677049789957618
12,9,10,27,22.817655168034594
12,9,11,4,9.093283386386688
12,9,11,8,2.232653205287407
12,9,11,12,4.624093033768011
12,9,11,16,9.094833244468807
12,9,11,22,16.79492989685525
12,9,11,24,19.971925997594095
12,9,12,1,11.495437508306619
12,9,12,3,10.676805796244826
12,9,12,7,2.181905620588778
12,9,12,9,0.0
12,9,12,11,2.302653350220994
12,9,12,13,4.385695805033318
12,9,12,15,6.555719417853599
12,9,12,17,11.015396813317473
12,9,12,19,12.855190342535039
12,9,12,21,16.338751772078865
12,9,12,25,21.94169267472744
12,9,12,27,23.040708413941385
12,9,13,2,10.853239144861147
12,9,13,4,9.160294927137025
12,9,13,12,4.591417421663717
12,9,13,14,5.166084909624649
12,9,13,16,17.53890227103471
12,9,13,20,14.658985320342268
12,9,13,26,23.361270087855534
12,9,13,28,23.1626690741756
12,9,14,3,10.983775942381811
12,9,14,5,7.038644532596945
12,9,14,7,4.9983559504185155
12,9,14,9,7.35387043296572
12,9,14,11,6.465699287925583
12,9,14,13,6.455231259463774
12,9,14,15,17.53890227103471
12,9,14,17,17.53890227103471
12,9,14,21,15.654131914057183
12,9,14,23,24.81491156633719
12,9,14,25,23.906557914647394
12,9,15,2,12.184662548418228
12,9,15,6,6.545517559804969
12,9,15,10,8.679810776413492
12,9,15,14,7.332934376042102
12,9,15,16,17.18584626734818
12,9,15,18,19.32517095917337
12,9,15,20,16.86839579558807
12,9,15,22,25.36722284777197
12,9,15,26,24.59539538222971
12,9,15,28,26.289263382392214
12,9,16,1,12.828722504480226
12,9,16,5,8.198162931796006
12,9,16,9,10.3266479776118
12,9,16,13,8.660640535507575
12,9,16,15,16.529806279921353
12,9,16,19,18.703915318146166
12,9,16,21,18.23535336208912
12,9,16,23,26.031147751937123
12,9,16,25,24.816882780522374
12,9,17,2,13.060159350859278
12,9,17,10,11.19196501856888
12,9,17,12,11.407346958600202
12,9,17,14,15.513619585466344
12,9,17,16,16.804193986601305
12,9,17,18,19.35585825704559
12,9,17,20,18.541055801636123
12,9,17,28,28.039753524520066
12,9,18,3,13.381361750851859
12,9,18,5,11.942165162836227
12,9,18,7,13.503176422558255
12,9,18,11,12.219152026461215
12,9,18,13,13.708742745509948
12,9,18,17,18.36975747743952
12,9,18,19,19.269503117823973
12,9,18,23,28.274993632793198
12,9,18,25,31.221534146475214
12,9,19,4,13.766146357997243
12,9,19,6,13.736398789967982
12,9,19,8,15.53798928843011
12,9,19,10,13.958684418593853
12,9,19,12,13.258828200571314
12,9,19,14,15.462443057706997
12,9,19,16,16.6660220398855
12,9,19,26,31.022246464921977
12,9,19,28,29.6944239419587
12,9,20,3,14.73065671881834
12,9,20,7,15.149268064198711
12,9,20,13,14.75421270171697
12,9,20,17,23.052315376373258
12,9,20,19,24.57426510425883
12,9,20,21,26.28461815045743
12,9,20,23,28.63220457971399
12,9,21,2,15.424067304085073
12,9,21,4,15.003193955949607
12,9,21,6,15.259278130958469
12,9,21,8,16.638077461655847
12,9,21,10,15.479010358714998
12,9,21,14,16.958090222209442
12,9,21,22,26.226468716538477
12,9,21,24,30.62520044703794
12,9,21,26,31.438994962493908
12,9,22,1,15.829190772670241
12,9,22,3,16.817753215274102
12,9,22,7,17.05295521733839
12,9,22,15,19.875195079102582
12,9,22,17,21.821716320444608
12,9,22,19,22.847580476727867
12,9,22,21,24.334740726865657
12,9,23,2,18.384945138851265
12,9,23,4,18.671649106272394
12,9,23,10,16.72656293264766
12,9,23,12,17.489663208467807
12,9,23,18,22.575114389726046
12,9,23,20,23.093868050556694
12,9,23,24,30.76845083009825
12,9,23,26,40.111293775922164
12,9,23,28,40.33743569059837
12,9,24,1,18.736353563723807
12,9,24,3,18.649102697473307
12,9,24,7,19.514441167673578
12,9,24,11,18.721758454323275
12,9,24,15,21.433653084796088
12,9,24,17,23.9780533332787
12,9,25,4,20.12595861029462
12,9,25,6,20.554162771103833
12,9,25,8,21.090426405532316
12,9,25,12,21.04070247997521
12,9,25,16,23.17948434019301
12,9,25,18,23.9780533332787
12,9,25,20,29.895569853175616
12,9,25,22,30.975637275773746
12,9,25,26,39.61686145937589
12,9,25,28,40.12413244657441
12,9,26,1,18.851314167553056
12,9,26,3,24.17573874049364
12,9,26,5,22.3965374380611
12,9,26,9,22.82060641816846
12,9,26,13,22.47753682923848
12,9,26,15,22.5587002954745
12,9,26,17,25.044385872331883
12,9,26,19,28.758861563984734
12,9,26,25,39.46208899625766
12,9,26,27,39.63744212570921
12,9,27,2,24.17573874049364
12,9,27,4,23.988103198775164
12,9,27,6,24.27950021136983
12,9,27,8,24.953879988487298
12,9,27,10,24.223840661356252
12,9,27,12,22.949336152413053
12,9,27,14,22.736485243841685
12,9,27,16,26.026614449690044
12,9,27,18,27.40139996390356
12,9,27,22,31.805286117741087
12,9,27,26,38.39388702504479
12,9,28,3,24.122867063037575
12,9,28,5,23.894285427915925
12,9,28,7,24.953879988487298
12,9,28,9,24.957218487259404
12,9,28,13,22.96865110529921
12,9,28,15,25.942510487995023
12,9,28,19,28.46278352843201
12,9,28,21,30.14198726592293
12,9,28,23,34.149087838008725
12,9,28,25,36.37519965069194
12,9,28,27,37.505432459815026
12,9,29,28,37.553061104377875
12,10,1,1,16.895572461064862
12,10,1,7,17.880789337178015
12,10,1,9,17.027865360302208
12,10,1,11,15.678923671357406
12,10,1,13,14.884510251231044
12,10,1,15,18.124519846887104
12,10,1,17,18.11859788763318
12,10,1,19,19.057248311304278
12,10,1,21,19.504685111547897
12,10,1,25,24.72970068296404
12,10,1,27,28.129857064274557
12,10,2,2,16.40425620140625
12,10,2,4,15.365174283025317
12,10,2,10,16.47333709148377
12,10,2,12,14.0157682881077
12,10,2,14,12.271830228137215
12,10,2,20,19.799904308736913
12,10,2,22,21.48192166825188
12,10,2,24,23.70392950632886
12,10,2,26,25.455367522218616
12,10,2,28,27.74118770067154
12,10,3,1,15.141116280011872
12,10,3,3,15.35154733933812
12,10,3,5,13.684700827381105
12,10,3,9,10.654939318892033
12,10,3,11,13.147026324984358
12,10,3,13,12.379871940161578
12,10,3,17,17.19230453185572
12,10,3,19,19.103370795500595
12,10,3,21,20.788522587088902
12,10,3,23,22.08003999897278
12,10,3,27,26.593749985215343
12,10,4,6,12.717000766883048
12,10,4,20,20.078156360145023
12,10,4,22,21.05726295720965
12,10,4,24,22.128324120992072
12,10,5,1,14.892250025827527
12,10,5,3,13.946843237064403
12,10,5,9,10.654963351704573
12,10,5,11,12.726735743068003
12,10,5,13,11.290171862632663
12,10,5,17,14.838514695989765
12,10,5,21,19.627597105088697
12,10,5,23,21.11331875528402
12,10,5,27,25.59661444129917
12,10,6,4,12.718493261145783
12,10,6,6,10.61004821958184
12,10,6,8,9.032540694193292
12,10,6,10,11.58109808242289
12,10,6,14,11.169810161485891
12,10,6,16,13.309545169950916
12,10,6,28,24.81610522862026
12,10,7,3,12.392579217847915
12,10,7,5,10.976083174933427
12,10,7,9,7.493575191343086
12,10,7,11,7.6517766990082
12,10,7,13,8.777346466934613
12,10,7,17,14.605306450196515
12,10,7,19,15.08859882591125
12,10,7,21,16.68083218909625
12,10,7,23,16.239132690100803
12,10,7,25,21.469145900765287
12,10,7,27,23.759881202952307
12,10,8,4,10.590119663473246
12,10,8,6,9.232391139966133
12,10,8,8,6.358661087014212
12,10,8,10,7.00547626498434
12,10,8,20,15.066005842382381
12,10,8,22,15.75347081665484
12,10,8,24,21.503943979257855
12,10,8,26,22.103800578271105
12,10,9,1,12.668892085940422
12,10,9,5,8.602195997713302
12,10,9,9,5.223746982685338
12,10,9,11,6.082816209554918
12,10,9,13,6.965016357108045
12,10,9,15,7.586116655098212
12,10,9,19,13.50074844562176
12,10,9,21,14.960709912810472
12,10,9,25,21.063413749461816
12,10,9,27,22.194938986046644
12,10,10,2,12.365236462942015
12,10,10,6,7.357053168396615
12,10,10,8,4.739275796698067
12,10,10,10,5.160156154125495
12,10,10,12,4.642879367094034
12,10,10,18,11.265214723316854
12,10,10,20,13.568731055672114
12,10,10,22,15.209194454980773
12,10,10,24,19.751381578454676
12,10,10,26,21.21635404195604
12,10,10,28,21.940579890427788
12,10,11,1,12.564505467710786
12,10,11,3,11.212512671106447
12,10,11,5,9.103508061257346
12,10,11,15,6.945353926082549
12,10,11,17,9.244312562855066
12,10,11,19,12.115251237197878
12,10,11,21,15.2017235941455
12,10,11,23,17.293021588282475
12,10,11,27,21.918747753707034
12,10,12,2,12.008494149804198
12,10,12,8,2.471519608625395
12,10,12,10,0.0
12,10,12,12,2.6053067004419876
12,10,12,14,4.166084909624649
12,10,12,18,10.786481063779881
12,10,12,22,15.47577995001222
12,10,12,24,19.87137482604492
12,10,13,3,11.418528952656203
12,10,13,5,9.099469729866986
12,10,13,7,4.590130785503646
12,10,13,19,12.663838726627354
12,10,13,23,23.76671911820887
12,10,13,25,22.012010523408946
12,10,13,27,22.162669074175376
12,10,14,6,7.194172680940144
12,10,14,10,6.35387043296572
12,10,14,12,4.577528142885447
12,10,14,16,16.538902271034708
12,10,14,20,14.654131914057176
12,10,14,24,23.310792733012654
12,10,14,26,22.909130665979614
12,10,15,3,12.58421924540002
12,10,15,5,8.260775008065973
12,10,15,7,6.771936755111742
12,10,15,13,6.332934376042102
12,10,15,23,24.367222847726456
12,10,15,25,23.394297736173584
12,10,15,27,24.41413969639641
12,10,16,2,13.691181467919243
12,10,16,4,9.198162931796006
12,10,16,6,8.371840245800488
12,10,16,8,9.252471321675266
12,10,16,10,9.005751119861264
12,10,16,12,8.988346694973048
12,10,16,16,15.832790263661641
12,10,16,18,18.325170959173246
12,10,16,20,17.08265967711891
12,10,16,24,24.392337174971683
12,10,16,26,23.664013430352156
12,10,16,28,26.164387068382453
12,10,17,3,14.22076055085557
12,10,17,5,11.070164047316116
12,10,17,7,14.503176422558255
12,10,17,9,9.721721491298876
12,10,17,11,10.616625564559293
12,10,17,15,15.226822296181053
12,10,17,21,17.38804704705924
12,10,17,23,26.333883232752918
12,10,17,27,27.054725186530348
12,10,18,4,14.029891090561776
12,10,18,6,14.060580125120822
12,10,18,8,15.520582855494187
12,10,18,10,11.423761898556085
12,10,18,12,11.617068616268265
12,10,18,14,13.800416874751628
12,10,18,16,16.35296939996119
12,10,18,18,18.386545554917678
12,10,18,20,18.152460680730005
12,10,18,22,27.656888533708514
12,10,18,28,27.90014831863318
12,10,19,3,14.959388275889147
12,10,19,9,13.872821174754591
12,10,19,15,14.97907467980977
12,10,19,21,25.277779382694774
12,10,19,23,27.834209130923092
12,10,19,25,30.221534146455582
12,10,19,27,29.437552056474985
12,10,20,2,16.077362011451708
12,10,20,4,15.499999010921732
12,10,20,6,15.714981661708391
12,10,20,8,15.68975609488185
12,10,20,10,13.579470182470882
12,10,20,12,12.90058778487436
12,10,20,14,14.60783761855957
12,10,20,18,22.748423769933463
12,10,20,20,24.400106438570635
12,10,20,22,26.175968629988507
12,10,20,24,28.886435977686013
12,10,20,26,30.407653191760332
12,10,20,28,28.74557145073601
12,10,21,1,16.626629038377658
12,10,21,3,16.493917798531786
12,10,21,5,16.131236043454045
12,10,21,9,15.042237324060151
12,10,21,11,14.321003337593812
12,10,21,17,21.356206982810235
12,10,21,25,30.223557974270527
12,10,21,27,30.6857737213067
12,10,22,0,16.82919077267024
12,10,22,6,17.15611667414845
12,10,22,8,16.922349990978
12,10,22,10,14.973330590735124
12,10,22,12,16.44414463103599
12,10,22,14,17.30834282585927
12,10,22,16,19.75393664945281
12,10,22,18,21.35500532906993
12,10,22,20,22.39251265072959
12,10,22,22,24.276968802985927
12,10,22,24,29.765607388940026
12,10,22,28,39.41277502894499
12,10,23,3,19.130862539467792
12,10,23,5,19.671649106272433
12,10,23,7,19.28369819250608
12,10,23,9,15.625657843876434
12,10,23,11,16.580700363331374
12,10,23,13,16.44414463103599
12,10,23,15,19.563305761995423
12,10,23,19,21.79522345038144
12,10,23,23,29.769872550645697
12,10,23,27,39.296181166183324
12,10,24,2,19.590133800016147
12,10,24,4,20.148903471346834
12,10,24,6,21.034301969388856
12,10,24,8,21.133851282358968
12,10,24,14,20.356738145285263
12,10,24,22,30.010319054442533
12,10,24,24,29.769872550645697
12,10,24,26,38.92640638556856
12,10,24,28,39.30335087651888
12,10,25,1,19.79383386563844
12,10,25,5,22.025552939820027
12,10,25,9,22.114061799150207
12,10,25,11,18.862816545314978
12,10,25,15,21.38091534710709
12,10,25,17,22.978053333278588
12,10,25,21,29.460738257744136
12,10,25,23,30.010319054442533
12,10,25,25,38.59420775763823
12,10,26,10,22.954791622007985
12,10,26,12,21.21858841463491
12,10,26,14,21.736485243841255
12,10,26,20,28.330401448605546
12,10,26,22,30.421172736459617
12,10,26,26,38.32997023479977
12,10,26,28,38.94491401653657
12,10,27,3,25.115611935700258
12,10,27,5,24.639606569030896
12,10,27,7,25.409406372766977
